"id","t","h","src"
"pfa_1_1",14,4.7,"jrm"
"pfa_1_1",18,6.27,"jrm"
"pfa_1_1",21,7.87,"jrm"
"pfa_1_1",32,11.22,"jrm"
"pfa_1_1",37,12.21,"jrm"
"pfa_1_1",47,14.29,"jrm"
"pfa_1_1",78,19.35,"jrm"
"pfa_1_1",85,20.12,"jrm"
"pfa_1_1",91,20.96,"jrm"
"pfa_1_1",97,22.15,"jrm"
"pfa_1_1",107,23.11,"jrm"
"pfa_1_1",114,24.21,"jrm"
"pfa_1_1",119,25.21,"jrm"
"pfa_1_1",125,25.71,"jrm"
"s47_1_221",2,0.45,"jrm"
"s47_1_221",5,1.3,"jrm"
"s47_1_221",18,5.45,"jrm"
"s47_1_221",35,13.6,"jrm"
"s47_1_221",52,21.95,"jrm"
"s47_1_221",66,26.1,"jrm"
"s47_1_221",81,29.1,"jrm"
"s47_1_221",90,30.62,"jrm"
"s47_1_221",97,31.73,"jrm"
"s47_1_221",102,32.49,"jrm"
"s54_1_62",1,0.13,"jrm"
"s54_1_62",4,1.3,"jrm"
"s54_1_62",17,5.5,"jrm"
"s54_1_62",36,13.9,"jrm"
"s54_1_62",54,22.28,"jrm"
"s54_1_62",72,27.6,"jrm"
"s54_1_62",84,30.75,"jrm"
"s54_1_62",98,33.65,"jrm"
"s54_1_62",104,34.95,"jrm"
"s54_2_21",1,0.18,"jrm"
"s54_2_21",4,1.3,"jrm"
"s54_2_21",14,5.45,"jrm"
"s54_2_21",32,13.8,"jrm"
"s54_2_21",53,22.33,"jrm"
"s54_2_21",69,26.57,"jrm"
"s54_2_21",83,29.93,"jrm"
"s54_2_21",94,31.85,"jrm"
"s54_2_21",102,33.16,"jrm"
"s54_2_212",1,0.3,"jrm"
"s54_2_212",4,1.3,"jrm"
"s54_2_212",15,5.72,"jrm"
"s54_2_212",34,14.1,"jrm"
"s54_2_212",53,22.6,"jrm"
"s54_2_212",73,27.78,"jrm"
"s54_2_212",84,29.97,"jrm"
"s54_2_212",96,32.05,"jrm"
"s54_2_212",104,33.62,"jrm"
"san_110103_4",2,0.35,"jrm"
"san_110103_4",7,1.3,"jrm"
"san_110103_4",21,5.4,"jrm"
"san_110103_4",36,10.6,"jrm"
"san_110103_4",47,15.75,"jrm"
"san_110103_4",62,20.9,"jrm"
"san_110103_4",82,27.1,"jrm"
"san_110103_4",91,29.2,"jrm"
"san_110103_4",101,31.3,"jrm"
"san_110103_4",110,33.35,"jrm"
"san_110103_4",123,35.3,"jrm"
"san_110103_4",130,36.57,"jrm"
"san_110103_4",133,37.15,"jrm"
"san_110203_6",5,0.35,"jrm"
"san_110203_6",20,1.3,"jrm"
"san_110203_6",29,5.45,"jrm"
"san_110203_6",36,9.6,"jrm"
"san_110203_6",49,13.75,"jrm"
"san_110203_6",67,17.9,"jrm"
"san_110203_6",83,22.1,"jrm"
"san_110203_6",105,27.25,"jrm"
"san_110203_6",114,29.4,"jrm"
"san_110203_6",139,32.94,"jrm"
"san_110203_6",142,33.56,"jrm"
"san_110302_10",2,0.35,"jrm"
"san_110302_10",7,1.3,"jrm"
"san_110302_10",11,3.35,"jrm"
"san_110302_10",27,7.5,"jrm"
"san_110302_10",36,11.8,"jrm"
"san_110302_10",55,16.05,"jrm"
"san_110302_10",78,21.25,"jrm"
"san_110302_10",101,26.45,"jrm"
"san_110302_10",108,28.5,"jrm"
"san_110302_10",136,32.67,"jrm"
"san_110302_10",139,33.33,"jrm"
"san_110303_1",1,0.45,"jrm"
"san_110303_1",3,1.3,"jrm"
"san_110303_1",20,5.4,"jrm"
"san_110303_1",37,10.6,"jrm"
"san_110303_1",58,15.75,"jrm"
"san_110303_1",76,20.9,"jrm"
"san_110303_1",94,25.05,"jrm"
"san_110303_1",100,27.3,"jrm"
"san_110303_1",102,27.9,"jrm"
"san_110303_1",116,30,"jrm"
"san_110303_1",123,32.05,"jrm"
"san_110303_1",131,33.6,"jrm"
"san_110303_1",134,34.36,"jrm"
"san_110400_3",2,0.45,"jrm"
"san_110400_3",7,1.3,"jrm"
"san_110400_3",20,6.45,"jrm"
"san_110400_3",37,11.6,"jrm"
"san_110400_3",51,16.7,"jrm"
"san_110400_3",80,22.8,"jrm"
"san_110400_3",89,24.95,"jrm"
"san_110400_3",107,27.4,"jrm"
"san_110400_3",117,29.4,"jrm"
"san_110400_3",128,31.2,"jrm"
"san_110400_3",136,32.63,"jrm"
"san_110400_3",141,33.23,"jrm"
"san_110401_1",1,0.35,"jrm"
"san_110401_1",5,1.3,"jrm"
"san_110401_1",21,5.95,"jrm"
"san_110401_1",36,11.1,"jrm"
"san_110401_1",51,16.25,"jrm"
"san_110401_1",60,18.35,"jrm"
"san_110401_1",74,20.4,"jrm"
"san_110401_1",84,22.55,"jrm"
"san_110401_1",113,26.3,"jrm"
"san_110401_1",127,28.21,"jrm"
"san_110401_1",135,29.12,"jrm"
"san_110402_10",3,0.45,"jrm"
"san_110402_10",8,1.3,"jrm"
"san_110402_10",31,6.45,"jrm"
"san_110402_10",45,11.6,"jrm"
"san_110402_10",59,16.75,"jrm"
"san_110402_10",74,21.9,"jrm"
"san_110402_10",90,26.5,"jrm"
"san_110402_10",102,28.6,"jrm"
"san_110402_10",112,30.55,"jrm"
"san_110402_10",124,32.42,"jrm"
"san_110402_10",136,32.85,"jrm"
"san_110402_4",2,0.35,"jrm"
"san_110402_4",6,1.3,"jrm"
"san_110402_4",26,5.45,"jrm"
"san_110402_4",38,10.6,"jrm"
"san_110402_4",52,15.75,"jrm"
"san_110402_4",68,20.9,"jrm"
"san_110402_4",91,26.5,"jrm"
"san_110402_4",102,28.5,"jrm"
"san_110402_4",115,30.8,"jrm"
"san_110402_4",133,32.9,"jrm"
"san_110402_4",138,33.7,"jrm"
"san_110403_1",2,0.3,"jrm"
"san_110403_1",9,1.3,"jrm"
"san_110403_1",24,6.45,"jrm"
"san_110403_1",39,11.6,"jrm"
"san_110403_1",54,16.8,"jrm"
"san_110403_1",76,22.9,"jrm"
"san_110403_1",103,27.55,"jrm"
"san_110403_1",115,29.65,"jrm"
"san_110403_1",125,31.1,"jrm"
"san_110403_1",139,33.16,"jrm"
"san_110500_5",1,0.3,"jrm"
"san_110500_5",4,1.3,"jrm"
"san_110500_5",10,3.4,"jrm"
"san_110500_5",22,8.05,"jrm"
"san_110500_5",33,12.2,"jrm"
"san_110500_5",44,16.3,"jrm"
"san_110500_5",60,20.95,"jrm"
"san_110500_5",73,23.1,"jrm"
"san_110500_5",100,25.25,"jrm"
"san_110500_5",124,26.3,"jrm"
"san_110500_5",133,27.5,"jrm"
"san_110500_5",141,28.62,"jrm"
"san_110500_5",144,29.2,"jrm"
"san_110501_26",1,0.3,"jrm"
"san_110501_26",5,1.3,"jrm"
"san_110501_26",13,5.45,"jrm"
"san_110501_26",24,9.6,"jrm"
"san_110501_26",42,14.7,"jrm"
"san_110501_26",66,19.85,"jrm"
"san_110501_26",80,21.85,"jrm"
"san_110501_26",98,23.9,"jrm"
"san_110501_26",105,25.4,"jrm"
"san_110501_26",114,27.1,"jrm"
"san_110501_26",134,28.47,"jrm"
"san_110501_26",140,29.17,"jrm"
"san_110502_1",1,0.25,"jrm"
"san_110502_1",6,1.3,"jrm"
"san_110502_1",16,5.45,"jrm"
"san_110502_1",33,9.6,"jrm"
"san_110502_1",47,13.75,"jrm"
"san_110502_1",67,18.9,"jrm"
"san_110502_1",76,20.4,"jrm"
"san_110502_1",95,22.45,"jrm"
"san_110502_1",106,24.95,"jrm"
"san_110502_1",114,26.6,"jrm"
"san_110502_1",130,27.7,"jrm"
"san_110502_1",136,28.35,"jrm"
"san_110600_10",1,0.35,"jrm"
"san_110600_10",5,1.3,"jrm"
"san_110600_10",20,6.45,"jrm"
"san_110600_10",36,11.6,"jrm"
"san_110600_10",51,16.7,"jrm"
"san_110600_10",75,22.8,"jrm"
"san_110600_10",90,24.9,"jrm"
"san_110600_10",102,27,"jrm"
"san_110600_10",112,29,"jrm"
"san_110600_10",133,31,"jrm"
"san_110600_10",144,32.17,"jrm"
"san_110601_32",2,0.3,"jrm"
"san_110601_32",9,1.3,"jrm"
"san_110601_32",27,6.45,"jrm"
"san_110601_32",38,11.6,"jrm"
"san_110601_32",51,16.7,"jrm"
"san_110601_32",72,22.75,"jrm"
"san_110601_32",81,24.75,"jrm"
"san_110601_32",94,26.75,"jrm"
"san_110601_32",109,28.65,"jrm"
"san_110601_32",130,30.4,"jrm"
"san_110601_32",143,32.13,"jrm"
"san_110601_32",144,32.61,"jrm"
"san_120002_5",2,0.3,"jrm"
"san_120002_5",7,1.3,"jrm"
"san_120002_5",31,5.95,"jrm"
"san_120002_5",52,10.1,"jrm"
"san_120002_5",74,15.25,"jrm"
"san_120002_5",102,20.4,"jrm"
"san_120002_5",110,22.05,"jrm"
"san_120002_5",119,24.7,"jrm"
"san_120002_5",127,26.5,"jrm"
"san_120002_5",132,27.42,"jrm"
"san_120002_5",137,28.14,"jrm"
"san_120003_2",3,0.45,"jrm"
"san_120003_2",10,1.3,"jrm"
"san_120003_2",26,6.45,"jrm"
"san_120003_2",37,11.55,"jrm"
"san_120003_2",50,16.8,"jrm"
"san_120003_2",69,23,"jrm"
"san_120003_2",85,27.7,"jrm"
"san_120003_2",96,30.05,"jrm"
"san_120003_2",103,31.7,"jrm"
"san_120003_2",112,33.25,"jrm"
"san_120003_2",124,35.4,"jrm"
"san_120003_2",132,36.21,"jrm"
"san_120003_2",136,36.91,"jrm"
"san_120101_16",3,0.45,"jrm"
"san_120101_16",9,1.3,"jrm"
"san_120101_16",45,5.45,"jrm"
"san_120101_16",71,9.6,"jrm"
"san_120101_16",85,13.8,"jrm"
"san_120101_16",98,18.1,"jrm"
"san_120101_16",113,23.4,"jrm"
"san_120101_16",119,25.5,"jrm"
"san_120101_16",126,27.7,"jrm"
"san_120101_16",135,29.6,"jrm"
"san_120101_16",145,31.41,"jrm"
"san_120103_12",2,0.35,"jrm"
"san_120103_12",9,1.3,"jrm"
"san_120103_12",28,6.45,"jrm"
"san_120103_12",42,11.55,"jrm"
"san_120103_12",58,16.7,"jrm"
"san_120103_12",79,21.85,"jrm"
"san_120103_12",106,27.5,"jrm"
"san_120103_12",115,29.55,"jrm"
"san_120103_12",127,32,"jrm"
"san_120103_12",141,33.92,"jrm"
"san_120103_12",144,34.62,"jrm"
"san_120204_13",3,0.3,"jrm"
"san_120204_13",13,1.3,"jrm"
"san_120204_13",17,3.3,"jrm"
"san_120204_13",28,7.95,"jrm"
"san_120204_13",40,13.1,"jrm"
"san_120204_13",63,18.2,"jrm"
"san_120204_13",87,23.35,"jrm"
"san_120204_13",98,25.6,"jrm"
"san_120204_13",112,27.75,"jrm"
"san_120204_13",128,29.99,"jrm"
"san_120204_13",132,30.58,"jrm"
"san_120301_9",1,0.3,"jrm"
"san_120301_9",5,1.3,"jrm"
"san_120301_9",23,6,"jrm"
"san_120301_9",37,10.15,"jrm"
"san_120301_9",50,14.45,"jrm"
"san_120301_9",67,18.6,"jrm"
"san_120301_9",97,23.75,"jrm"
"san_120301_9",106,25.9,"jrm"
"san_120301_9",113,28,"jrm"
"san_120301_9",120,29.9,"jrm"
"san_120301_9",133,31.2,"jrm"
"san_120304_4",2,0.3,"jrm"
"san_120304_4",10,1.3,"jrm"
"san_120304_4",20,5.45,"jrm"
"san_120304_4",33,9.6,"jrm"
"san_120304_4",45,13.75,"jrm"
"san_120304_4",62,18.9,"jrm"
"san_120304_4",85,24.1,"jrm"
"san_120304_4",102,26.2,"jrm"
"san_120304_4",117,28.35,"jrm"
"san_120304_4",128,30.35,"jrm"
"san_120304_4",141,32.03,"jrm"
"z61_1_1",4,0.28,"jrm"
"z61_1_1",11,0.68,"jrm"
"z61_1_1",13,1.3,"jrm"
"z61_1_1",25,4.18,"jrm"
"z61_1_1",45,8.18,"jrm"
"z61_1_1",64,12.23,"jrm"
"z61_1_1",73,14.18,"jrm"
"z61_1_1",82,16.18,"jrm"
"z61_1_1",93,18.18,"jrm"
"z61_1_1",101,20.18,"jrm"
"z61_1_1",110,22.18,"jrm"
"z61_1_1",126,24.23,"jrm"
"z61_1_3",2,0.27,"jrm"
"z61_1_3",5,0.67,"jrm"
"z61_1_3",8,1.3,"jrm"
"z61_1_3",26,4.17,"jrm"
"z61_1_3",40,8.17,"jrm"
"z61_1_3",60,12.22,"jrm"
"z61_1_3",72,14.27,"jrm"
"z61_1_3",82,16.07,"jrm"
"z61_1_3",93,18.17,"jrm"
"z61_1_3",104,20.22,"jrm"
"z61_1_3",116,22.17,"jrm"
"z61_2_7",2,0.16,"jrm"
"z61_2_7",7,0.56,"jrm"
"z61_2_7",10,1.3,"jrm"
"z61_2_7",16,4.06,"jrm"
"z61_2_7",26,8.06,"jrm"
"z61_2_7",39,12.06,"jrm"
"z61_2_7",48,14.06,"jrm"
"z61_2_7",52,16.11,"jrm"
"z61_2_7",62,18.16,"jrm"
"z61_2_7",78,20.11,"jrm"
"z61_2_7",101,22.14,"jrm"
"z61_2_7",124,24.06,"jrm"
"z61_3_1",2,0.18,"jrm"
"z61_3_1",6,0.6,"jrm"
"z61_3_1",14,1.3,"jrm"
"z61_3_1",29,4.2,"jrm"
"z61_3_1",56,8.1,"jrm"
"z61_3_1",64,10.05,"jrm"
"z61_3_1",79,12,"jrm"
"z61_3_1",96,14.2,"jrm"
"z61_3_1",115,16.6,"jrm"
"z61_3_1",129,18.1,"jrm"
"z61_3_1",144,20.1,"jrm"
"z61_3_1",164,22.15,"jrm"
"z61_3_2",2,0.3,"jrm"
"z61_3_2",4,0.7,"jrm"
"z61_3_2",13,1.3,"jrm"
"z61_3_2",29,4.2,"jrm"
"z61_3_2",48,8.3,"jrm"
"z61_3_2",65,12.2,"jrm"
"z61_3_2",75,14.1,"jrm"
"z61_3_2",88,16.2,"jrm"
"z61_3_2",101,18.3,"jrm"
"z61_3_2",121,20.2,"jrm"
"z61_3_2",138,22.2,"jrm"
"z61_3_2",159,24.2,"jrm"
"z62_4_1",4,0.2,"jrm"
"z62_4_1",16,0.7,"jrm"
"z62_4_1",21,1.3,"jrm"
"z62_4_1",27,3.3,"jrm"
"z62_4_1",40,5.3,"jrm"
"z62_4_1",62,9.3,"jrm"
"z62_4_1",79,11.3,"jrm"
"z62_4_1",90,14.3,"jrm"
"z62_4_1",104,16.3,"jrm"
"z62_4_1",118,17.3,"jrm"
"z62_4_1",135,18.3,"jrm"
"z62_4_1",155,20.3,"jrm"
"z62_4_3",5,0.4,"jrm"
"z62_4_3",10,0.8,"jrm"
"z62_4_3",16,1.3,"jrm"
"z62_4_3",30,3.3,"jrm"
"z62_4_3",44,5.3,"jrm"
"z62_4_3",56,7.3,"jrm"
"z62_4_3",64,9.3,"jrm"
"z62_4_3",74,11.3,"jrm"
"z62_4_3",87,13.3,"jrm"
"z62_4_3",93,15.3,"jrm"
"z62_4_3",101,17.3,"jrm"
"z62_4_3",119,19.3,"jrm"
"z62_4_3",142,20.3,"jrm"
"z62_4_3",160,21.3,"jrm"
"z63_112_37",1,0.2,"jrm"
"z63_112_37",5,1.3,"jrm"
"z63_112_37",16,5.5,"jrm"
"z63_112_37",28,9.7,"jrm"
"z63_112_37",36,13.9,"jrm"
"z63_112_37",48,18.1,"jrm"
"z63_112_37",59,22.3,"jrm"
"z63_112_37",72,26.5,"jrm"
"z63_112_37",98,30.7,"jrm"
"z63_112_37",102,31.45,"jrm"
"z63_112_37",108,32.4,"jrm"
"z63_213_21",3,0.35,"jrm"
"z63_213_21",12,1.3,"jrm"
"z63_213_21",34,5.45,"jrm"
"z63_213_21",54,9.65,"jrm"
"z63_213_21",69,13.9,"jrm"
"z63_213_21",94,18.1,"jrm"
"z63_213_21",106,19.5,"jrm"
"z63_213_21",114,20.45,"jrm"
"z63_213_21",125,21.55,"jrm"
"z63_213_21",135,22.65,"jrm"
"z63_213_21",140,23.5,"jrm"
"z63_223_16",4,0.35,"jrm"
"z63_223_16",17,1.3,"jrm"
"z63_223_16",45,5.55,"jrm"
"z63_223_16",89,9.7,"jrm"
"z63_223_16",97,10.55,"jrm"
"z63_223_16",104,11.55,"jrm"
"z63_223_16",112,12.5,"jrm"
"z63_223_16",122,13.55,"jrm"
"z63_223_16",130,14.5,"jrm"
"arn_4701_15",0,0,"jrm"
"bri_4_1",0,0,"jrm"
"gla_2_6",0,0,"jrm"
"gla_3_2",0,0,"jrm"
"h50_3_120",0,0,"jrm"
"h54_1_111",0,0,"jrm"
"hob_2_6",0,0,"jrm"
"hob_2_7",0,0,"jrm"
"hob_2_8",0,0,"jrm"
"hob_5_21",0,0,"jrm"
"hob_6_27",0,0,"jrm"
"kon_12_1",0,0,"jrm"
"kon_12_2",0,0,"jrm"
"kon_12_3",0,0,"jrm"
"kon_17_2",0,0,"jrm"
"kon_6_2",0,0,"jrm"
"kon_6_5",0,0,"jrm"
"kon_8_3",0,0,"jrm"
"mur_1_2",0,0,"jrm"
"mur_1_3",0,0,"jrm"
"mur_1_4",0,0,"jrm"
"mur_1_5",0,0,"jrm"
"mur_1_6",0,0,"jrm"
"mur_2_1",0,0,"jrm"
"mur_2_10",0,0,"jrm"
"mur_2_11",0,0,"jrm"
"mur_2_3",0,0,"jrm"
"mur_2_4",0,0,"jrm"
"mur_2_5",0,0,"jrm"
"mur_2_6",0,0,"jrm"
"mur_2_8",0,0,"jrm"
"mur_2_9",0,0,"jrm"
"mur_3_7",0,0,"jrm"
"mur_4_10",0,0,"jrm"
"mur_4_2",0,0,"jrm"
"mur_4_3",0,0,"jrm"
"mur_4_4",0,0,"jrm"
"mur_4_5",0,0,"jrm"
"mur_4_6",0,0,"jrm"
"mur_4_7",0,0,"jrm"
"mur_4_8",0,0,"jrm"
"mur_5_1",0,0,"jrm"
"mur_5_10",0,0,"jrm"
"mur_5_2",0,0,"jrm"
"mur_5_4",0,0,"jrm"
"mur_5_5",0,0,"jrm"
"mur_5_6",0,0,"jrm"
"mur_5_7",0,0,"jrm"
"mur_5_8",0,0,"jrm"
"mur_5_9",0,0,"jrm"
"mur_6_1",0,0,"jrm"
"mur_6_10",0,0,"jrm"
"mur_6_2",0,0,"jrm"
"mur_6_3",0,0,"jrm"
"mur_6_4",0,0,"jrm"
"mur_6_5",0,0,"jrm"
"mur_6_6",0,0,"jrm"
"ndf_14_41",0,0,"jrm"
"oed_2_87",0,0,"jrm"
"pfa_1_1",0,0,"jrm"
"s47_1_221",0,0,"jrm"
"s54_1_62",0,0,"jrm"
"s54_2_21",0,0,"jrm"
"s54_2_212",0,0,"jrm"
"san_110103_4",0,0,"jrm"
"san_110203_6",0,0,"jrm"
"san_110302_10",0,0,"jrm"
"san_110303_1",0,0,"jrm"
"san_110400_3",0,0,"jrm"
"san_110401_1",0,0,"jrm"
"san_110402_10",0,0,"jrm"
"san_110402_4",0,0,"jrm"
"san_110403_1",0,0,"jrm"
"san_110500_5",0,0,"jrm"
"san_110501_26",0,0,"jrm"
"san_110502_1",0,0,"jrm"
"san_110600_10",0,0,"jrm"
"san_110601_32",0,0,"jrm"
"san_120002_5",0,0,"jrm"
"san_120003_2",0,0,"jrm"
"san_120101_16",0,0,"jrm"
"san_120103_12",0,0,"jrm"
"san_120204_13",0,0,"jrm"
"san_120301_9",0,0,"jrm"
"san_120304_4",0,0,"jrm"
"z61_1_1",0,0,"jrm"
"z61_1_3",0,0,"jrm"
"z61_2_7",0,0,"jrm"
"z61_3_1",0,0,"jrm"
"z61_3_2",0,0,"jrm"
"z62_4_1",0,0,"jrm"
"z62_4_3",0,0,"jrm"
"z63_112_37",0,0,"jrm"
"z63_213_21",0,0,"jrm"
"z63_223_16",0,0,"jrm"
